epoch,step,train_loss,val_loss,perplexity
48,100,2.6035099029541016,,
48,110,1.4036638736724854,,
48,120,1.7197113037109375,,
48,130,1.6696207523345947,,
48,140,1.9613884687423706,,
48,150,2.2274866104125977,,
48,160,2.1811671257019043,,
48,170,1.7624406814575195,,
48,172,2.055522918701172,2.5700000875136433,13.065825584372508
49,0,1.70704185962677,,
49,10,1.9843167066574097,,
49,20,2.0122807025909424,,
49,30,1.5875213146209717,,
49,40,1.8616622686386108,,
49,50,2.2722115516662598,,
49,60,1.5862492322921753,,
49,70,1.489855170249939,,
49,80,1.9213933944702148,,
49,90,1.9426562786102295,,
49,100,2.6334829330444336,,
49,110,1.4020142555236816,,
49,120,1.6982096433639526,,
49,130,1.633033275604248,,
49,140,1.9301601648330688,,
49,150,2.2343597412109375,,
49,160,2.188951015472412,,
49,170,1.736639380455017,,
49,172,2.072235345840454,2.570007520563462,13.065922703665946
50,0,1.6784188747406006,,
50,10,1.9517571926116943,,
50,20,2.016979217529297,,
50,30,1.5790709257125854,,
50,40,1.8544700145721436,,
50,50,2.2749290466308594,,
50,60,1.5913959741592407,,
50,70,1.4794847965240479,,
50,80,1.8901128768920898,,
50,90,1.9334675073623657,,
50,100,2.6350975036621094,,
50,110,1.3796955347061157,,
50,120,1.7252402305603027,,
50,130,1.65153968334198,,
50,140,1.9489353895187378,,
50,150,2.240243911743164,,
50,160,2.1750354766845703,,
50,170,1.7406902313232422,,
50,172,2.058539867401123,2.570207301308127,13.068533284196594
