file,line,seconds,kwargs,context
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,138,0.354324,{'run_time': 0.6},"tplay_csv(self, *ptr.move_under_animations(target, label), run_time=0.6)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,141,0.159799,{'run_time': 0.25},"tplay_csv(self, ptr.pulse(), run_time=0.25)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,241,0.421122,,"tplay_csv(self, blink_line(2))"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,221,0.123121,"{'run_time': 0.6, 'rate_func': <function there_and_back at 0x00000280CA1F88B0>}",tplay_csv(
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,138,0.233279,{'run_time': 0.6},"tplay_csv(self, *ptr.move_under_animations(target, label), run_time=0.6)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,141,0.165582,{'run_time': 0.25},"tplay_csv(self, ptr.pulse(), run_time=0.25)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,230,0.420611,,"tplay_csv(self, blink_line(0))"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,189,0.353639,{'run_time': 0.6},tplay_csv(
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,212,0.231247,,"tplay_csv(self, flash(old))"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,138,0.310709,{'run_time': 0.6},"tplay_csv(self, *ptr.move_under_animations(target, label), run_time=0.6)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,141,0.283977,{'run_time': 0.25},"tplay_csv(self, ptr.pulse(), run_time=0.25)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,237,0.378848,,"tplay_csv(self, blink_line(1))"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,138,0.226330,{'run_time': 0.6},"tplay_csv(self, *ptr.move_under_animations(target, label), run_time=0.6)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,141,0.160355,{'run_time': 0.25},"tplay_csv(self, ptr.pulse(), run_time=0.25)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,241,0.414481,,"tplay_csv(self, blink_line(2))"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,221,0.125756,"{'run_time': 0.6, 'rate_func': <function there_and_back at 0x00000280CA1F88B0>}",tplay_csv(
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,138,0.350792,{'run_time': 0.6},"tplay_csv(self, *ptr.move_under_animations(target, label), run_time=0.6)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,141,0.290068,{'run_time': 0.25},"tplay_csv(self, ptr.pulse(), run_time=0.25)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,230,0.420007,,"tplay_csv(self, blink_line(0))"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,189,0.368545,{'run_time': 0.6},tplay_csv(
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,212,0.242455,,"tplay_csv(self, flash(old))"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,138,0.321911,{'run_time': 0.6},"tplay_csv(self, *ptr.move_under_animations(target, label), run_time=0.6)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,141,0.253252,{'run_time': 0.25},"tplay_csv(self, ptr.pulse(), run_time=0.25)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,237,0.396291,,"tplay_csv(self, blink_line(1))"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,138,0.404320,{'run_time': 0.6},"tplay_csv(self, *ptr.move_under_animations(target, label), run_time=0.6)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,141,0.234158,{'run_time': 0.25},"tplay_csv(self, ptr.pulse(), run_time=0.25)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,241,0.452049,,"tplay_csv(self, blink_line(2))"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,255,0.298068,{'run_time': 0.8},"tplay_csv(self, GrowFromCenter(brace), FadeIn(final_text, shift=UP * 0.2), run_time=0.8)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,259,0.198136,{'run_time': 0.2},"tplay_csv(self, caption.animate.set_opacity(0), run_time=0.2)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,260,0.219411,,"tplay_csv(self, FadeOut(caption, run_time=0.2))"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,266,1.326628,{'run_time': 0.35},"tplay_csv(self, FadeOut(code), FadeOut(bg), FadeIn(payoff, shift=UP), run_time=0.35)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,270,0.303676,{'run_time': 0.25},"tplay_csv(self, FadeIn(complexity, shift=UP * 0.2), run_time=0.25)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,100,0.221436,{'run_time': 1.0},"tplay_csv(self, *[FadeIn(n, shift=DOWN, lag_ratio=0.05) for n in nodes], run_time=1.0)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,158,0.153299,{'run_time': 1.0},"tplay_csv(self, *[Create(a) for a in next_arrows], run_time=1.0)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,169,0.546752,{'run_time': 0.6},"tplay_csv(self, FadeIn(prev_ptr), FadeIn(curr_ptr), FadeIn(next_ptr), run_time=0.6)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,223,0.125098,"{'run_time': 0.6, 'rate_func': <function there_and_back at 0x00000167599988B0>}",tplay_csv(
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,138,0.307212,{'run_time': 0.6},"tplay_csv(self, *ptr.move_under_animations(target, label), run_time=0.6)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,141,0.160186,{'run_time': 0.25},"tplay_csv(self, ptr.pulse(), run_time=0.25)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,232,0.360341,,"tplay_csv(self, blink_line(0))"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,208,0.345088,{'run_time': 0.6},tplay_csv(
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,214,0.238628,,"tplay_csv(self, flash(old))"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,138,0.449728,{'run_time': 0.6},"tplay_csv(self, *ptr.move_under_animations(target, label), run_time=0.6)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,141,0.246483,{'run_time': 0.25},"tplay_csv(self, ptr.pulse(), run_time=0.25)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,239,0.366283,,"tplay_csv(self, blink_line(1))"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,138,0.340637,{'run_time': 0.6},"tplay_csv(self, *ptr.move_under_animations(target, label), run_time=0.6)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,141,0.159891,{'run_time': 0.25},"tplay_csv(self, ptr.pulse(), run_time=0.25)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,243,0.419294,,"tplay_csv(self, blink_line(2))"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,223,0.121776,"{'run_time': 0.6, 'rate_func': <function there_and_back at 0x00000167599988B0>}",tplay_csv(
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,138,0.250256,{'run_time': 0.6},"tplay_csv(self, *ptr.move_under_animations(target, label), run_time=0.6)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,141,0.159195,{'run_time': 0.25},"tplay_csv(self, ptr.pulse(), run_time=0.25)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,232,0.424968,,"tplay_csv(self, blink_line(0))"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,208,0.350746,{'run_time': 0.6},tplay_csv(
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,214,0.228849,,"tplay_csv(self, flash(old))"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,138,0.301936,{'run_time': 0.6},"tplay_csv(self, *ptr.move_under_animations(target, label), run_time=0.6)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,141,0.238394,{'run_time': 0.25},"tplay_csv(self, ptr.pulse(), run_time=0.25)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,239,0.379288,,"tplay_csv(self, blink_line(1))"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,138,0.217680,{'run_time': 0.6},"tplay_csv(self, *ptr.move_under_animations(target, label), run_time=0.6)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,141,0.160338,{'run_time': 0.25},"tplay_csv(self, ptr.pulse(), run_time=0.25)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,243,0.448736,,"tplay_csv(self, blink_line(2))"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,223,0.125139,"{'run_time': 0.6, 'rate_func': <function there_and_back at 0x00000167599988B0>}",tplay_csv(
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,138,0.345483,{'run_time': 0.6},"tplay_csv(self, *ptr.move_under_animations(target, label), run_time=0.6)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,141,0.261812,{'run_time': 0.25},"tplay_csv(self, ptr.pulse(), run_time=0.25)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,232,0.397675,,"tplay_csv(self, blink_line(0))"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,208,0.371639,{'run_time': 0.6},tplay_csv(
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,214,0.241504,,"tplay_csv(self, flash(old))"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,138,0.323241,{'run_time': 0.6},"tplay_csv(self, *ptr.move_under_animations(target, label), run_time=0.6)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,141,0.280367,{'run_time': 0.25},"tplay_csv(self, ptr.pulse(), run_time=0.25)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,239,0.385524,,"tplay_csv(self, blink_line(1))"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,138,0.346895,{'run_time': 0.6},"tplay_csv(self, *ptr.move_under_animations(target, label), run_time=0.6)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,141,0.237217,{'run_time': 0.25},"tplay_csv(self, ptr.pulse(), run_time=0.25)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,243,0.453980,,"tplay_csv(self, blink_line(2))"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,257,0.346488,{'run_time': 0.8},"tplay_csv(self, GrowFromCenter(brace), FadeIn(final_text, shift=UP * 0.2), run_time=0.8)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,261,0.199027,{'run_time': 0.2},"tplay_csv(self, caption.animate.set_opacity(0), run_time=0.2)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,262,0.221568,,"tplay_csv(self, FadeOut(caption, run_time=0.2))"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,268,1.326625,{'run_time': 0.35},"tplay_csv(self, FadeOut(code), FadeOut(bg), FadeIn(payoff, shift=UP), run_time=0.35)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,272,0.269202,{'run_time': 0.25},"tplay_csv(self, FadeIn(complexity, shift=UP * 0.2), run_time=0.25)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,100,0.180676,{'run_time': 1.0},"tplay_csv(self, *[FadeIn(n, shift=DOWN, lag_ratio=0.05) for n in nodes], run_time=1.0)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,158,0.161473,{'run_time': 1.0},"tplay_csv(self, *[Create(a) for a in next_arrows], run_time=1.0)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,169,0.548075,{'run_time': 0.6},"tplay_csv(self, FadeIn(prev_ptr), FadeIn(curr_ptr), FadeIn(next_ptr), run_time=0.6)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,223,0.122272,"{'run_time': 0.6, 'rate_func': <function there_and_back at 0x00000167599988B0>}",tplay_csv(
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,138,0.297008,{'run_time': 0.6},"tplay_csv(self, *ptr.move_under_animations(target, label), run_time=0.6)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,141,0.190249,{'run_time': 0.25},"tplay_csv(self, ptr.pulse(), run_time=0.25)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,232,0.358848,,"tplay_csv(self, blink_line(0))"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,208,0.348371,{'run_time': 0.6},tplay_csv(
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,214,0.236557,,"tplay_csv(self, flash(old))"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,138,0.441116,{'run_time': 0.6},"tplay_csv(self, *ptr.move_under_animations(target, label), run_time=0.6)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,141,0.252901,{'run_time': 0.25},"tplay_csv(self, ptr.pulse(), run_time=0.25)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,239,0.362123,,"tplay_csv(self, blink_line(1))"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,138,0.350901,{'run_time': 0.6},"tplay_csv(self, *ptr.move_under_animations(target, label), run_time=0.6)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,141,0.157551,{'run_time': 0.25},"tplay_csv(self, ptr.pulse(), run_time=0.25)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,243,0.413370,,"tplay_csv(self, blink_line(2))"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,223,0.108967,"{'run_time': 0.6, 'rate_func': <function there_and_back at 0x00000167599988B0>}",tplay_csv(
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,138,0.244285,{'run_time': 0.6},"tplay_csv(self, *ptr.move_under_animations(target, label), run_time=0.6)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,141,0.151989,{'run_time': 0.25},"tplay_csv(self, ptr.pulse(), run_time=0.25)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,232,0.395768,,"tplay_csv(self, blink_line(0))"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,208,0.351797,{'run_time': 0.6},tplay_csv(
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,214,0.221393,,"tplay_csv(self, flash(old))"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,138,0.305782,{'run_time': 0.6},"tplay_csv(self, *ptr.move_under_animations(target, label), run_time=0.6)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,141,0.280219,{'run_time': 0.25},"tplay_csv(self, ptr.pulse(), run_time=0.25)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,239,0.375648,,"tplay_csv(self, blink_line(1))"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,138,0.222505,{'run_time': 0.6},"tplay_csv(self, *ptr.move_under_animations(target, label), run_time=0.6)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,141,0.188346,{'run_time': 0.25},"tplay_csv(self, ptr.pulse(), run_time=0.25)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,243,0.410541,,"tplay_csv(self, blink_line(2))"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,223,0.113766,"{'run_time': 0.6, 'rate_func': <function there_and_back at 0x00000167599988B0>}",tplay_csv(
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,138,0.325657,{'run_time': 0.6},"tplay_csv(self, *ptr.move_under_animations(target, label), run_time=0.6)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,141,0.275733,{'run_time': 0.25},"tplay_csv(self, ptr.pulse(), run_time=0.25)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,232,0.425474,,"tplay_csv(self, blink_line(0))"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,208,0.397855,{'run_time': 0.6},tplay_csv(
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,214,0.233365,,"tplay_csv(self, flash(old))"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,138,0.347856,{'run_time': 0.6},"tplay_csv(self, *ptr.move_under_animations(target, label), run_time=0.6)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,141,0.260083,{'run_time': 0.25},"tplay_csv(self, ptr.pulse(), run_time=0.25)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,239,0.385663,,"tplay_csv(self, blink_line(1))"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,138,0.388104,{'run_time': 0.6},"tplay_csv(self, *ptr.move_under_animations(target, label), run_time=0.6)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,141,0.238442,{'run_time': 0.25},"tplay_csv(self, ptr.pulse(), run_time=0.25)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,243,0.442666,,"tplay_csv(self, blink_line(2))"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,257,0.312665,{'run_time': 0.8},"tplay_csv(self, GrowFromCenter(brace), FadeIn(final_text, shift=UP * 0.2), run_time=0.8)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,261,0.199544,{'run_time': 0.2},"tplay_csv(self, caption.animate.set_opacity(0), run_time=0.2)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,262,0.223039,,"tplay_csv(self, FadeOut(caption, run_time=0.2))"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,268,1.280601,{'run_time': 0.35},"tplay_csv(self, FadeOut(code), FadeOut(bg), FadeIn(payoff, shift=UP), run_time=0.35)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,272,0.302919,{'run_time': 0.25},"tplay_csv(self, FadeIn(complexity, shift=UP * 0.2), run_time=0.25)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,100,0.245597,{'run_time': 1.0},"tplay_csv(self, *[FadeIn(n, shift=DOWN, lag_ratio=0.05) for n in nodes], run_time=1.0)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,158,0.191180,{'run_time': 1.0},"tplay_csv(self, *[Create(a) for a in next_arrows], run_time=1.0)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,169,0.575508,{'run_time': 0.6},"tplay_csv(self, FadeIn(prev_ptr), FadeIn(curr_ptr), FadeIn(next_ptr), run_time=0.6)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,224,0.113236,"{'run_time': 0.6, 'rate_func': <function there_and_back at 0x00000216C9FC88B0>}",tplay_csv(
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,138,0.303088,{'run_time': 0.6},"tplay_csv(self, *ptr.move_under_animations(target, label), run_time=0.6)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,141,0.158704,{'run_time': 0.25},"tplay_csv(self, ptr.pulse(), run_time=0.25)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,233,0.410664,,"tplay_csv(self, blink_line(0))"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,129,0.188265,{'run_time': 1.0},"tplay_csv(self, *[FadeIn(n, shift=DOWN, lag_ratio=0.05) for n in nodes], run_time=1.0)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,187,0.144159,{'run_time': 1.0},"tplay_csv(self, *[Create(a) for a in next_arrows], run_time=1.0)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,198,0.547837,{'run_time': 0.6},"tplay_csv(self, FadeIn(prev_ptr), FadeIn(curr_ptr), FadeIn(next_ptr), run_time=0.6)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,239,0.118077,"{'run_time': 0.6, 'rate_func': <function there_and_back at 0x00000236534988B0>}",tplay_csv(
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,167,0.309849,{'run_time': 0.6},"tplay_csv(self, *ptr.move_under_animations(target, label), run_time=0.6)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,170,0.160969,{'run_time': 0.25},"tplay_csv(self, ptr.pulse(), run_time=0.25)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,248,0.376652,,"tplay_csv(self, blink_line(0))"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,55,0.399502,"{'run_time': 0.6, 'rate_func': <function smooth at 0x0000023653498160>}","tplay_csv(scene, t.animate.set_value(1.0), run_time=run_time, rate_func=rate_func)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,230,0.241095,,"tplay_csv(self, flash(old))"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,167,0.456726,{'run_time': 0.6},"tplay_csv(self, *ptr.move_under_animations(target, label), run_time=0.6)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,170,0.247333,{'run_time': 0.25},"tplay_csv(self, ptr.pulse(), run_time=0.25)"
